Month,Year,State,PWSTATE,STMIN,TIPMIN
12,2029,31,39,10.90,5.45
1,2009,32,18,6.55,2.13
2,2009,32,18,6.55,2.13
3,2009,32,18,6.55,2.13
4,2009,32,18,6.55,2.13
5,2009,32,18,6.55,2.13
6,2009,32,18,6.55,2.13
7,2009,32,18,7.25,2.13
8,2009,32,18,7.25,2.13
9,2009,32,18,7.25,2.13
10,2009,32,18,7.25,2.13
11,2009,32,18,7.25,2.13
12,2009,32,18,7.25,2.13
1,2010,32,18,7.25,2.13
2,2010,32,18,7.25,2.13
3,2010,32,18,7.25,2.13
4,2010,32,18,7.25,2.13
5,2010,32,18,7.25,2.13
6,2010,32,18,7.25,2.13
7,2010,32,18,7.25,2.13
8,2010,32,18,7.25,2.13
9,2010,32,18,7.25,2.13
10,2010,32,18,7.25,2.13
11,2010,32,18,7.25,2.13
12,2010,32,18,7.25,2.13
1,2011,32,18,7.25,2.13
2,2011,32,18,7.25,2.13
3,2011,32,18,7.25,2.13
4,2011,32,18,7.25,2.13
5,2011,32,18,7.25,2.13
6,2011,32,18,7.25,2.13
7,2011,32,18,7.25,2.13
8,2011,32,18,7.25,2.13
9,2011,32,18,7.25,2.13
10,2011,32,18,7.25,2.13
11,2011,32,18,7.25,2.13
12,2011,32,18,7.25,2.13
1,2012,32,18,7.25,2.13
2,2012,32,18,7.25,2.13
3,2012,32,18,7.25,2.13
4,2012,32,18,7.25,2.13
5,2012,32,18,7.25,2.13
6,2012,32,18,7.25,2.13
7,2012,32,18,7.25,2.13
8,2012,32,18,7.25,2.13
9,2012,32,18,7.25,2.13
10,2012,32,18,7.25,2.13
11,2012,32,18,7.25,2.13
12,2012,32,18,7.25,2.13
1,2013,32,18,7.25,2.13
2,2013,32,18,7.25,2.13
3,2013,32,18,7.25,2.13
4,2013,32,18,7.25,2.13
5,2013,32,18,7.25,2.13
6,2013,32,18,7.25,2.13
7,2013,32,18,7.25,2.13
8,2013,32,18,7.25,2.13
9,2013,32,18,7.25,2.13
10,2013,32,18,7.25,2.13
11,2013,32,18,7.25,2.13
12,2013,32,18,7.25,2.13
1,2014,32,18,7.25,2.13
2,2014,32,18,7.25,2.13
3,2014,32,18,7.25,2.13
4,2014,32,18,7.25,2.13
5,2014,32,18,7.25,2.13
6,2014,32,18,7.25,2.13
7,2014,32,18,7.25,2.13
8,2014,32,18,7.25,2.13
9,2014,32,18,7.25,2.13
10,2014,32,18,7.25,2.13
11,2014,32,18,7.25,2.13
12,2014,32,18,7.25,2.13
1,2015,32,18,7.25,2.13
2,2015,32,18,7.25,2.13
3,2015,32,18,7.25,2.13
4,2015,32,18,7.25,2.13
5,2015,32,18,7.25,2.13
6,2015,32,18,7.25,2.13
7,2015,32,18,7.25,2.13
8,2015,32,18,7.25,2.13
9,2015,32,18,7.25,2.13
10,2015,32,18,7.25,2.13
11,2015,32,18,7.25,2.13
12,2015,32,18,7.25,2.13
1,2016,32,18,7.25,2.13
2,2016,32,18,7.25,2.13
3,2016,32,18,7.25,2.13
4,2016,32,18,7.25,2.13
5,2016,32,18,7.25,2.13
6,2016,32,18,7.25,2.13
7,2016,32,18,7.25,2.13
8,2016,32,18,7.25,2.13
9,2016,32,18,7.25,2.13
10,2016,32,18,7.25,2.13
11,2016,32,18,7.25,2.13
12,2016,32,18,7.25,2.13
1,2017,32,18,7.25,2.13
2,2017,32,18,7.25,2.13
3,2017,32,18,7.25,2.13
4,2017,32,18,7.25,2.13
5,2017,32,18,7.25,2.13
6,2017,32,18,7.25,2.13
7,2017,32,18,7.25,2.13
8,2017,32,18,7.25,2.13
9,2017,32,18,7.25,2.13
10,2017,32,18,7.25,2.13
11,2017,32,18,7.25,2.13
12,2017,32,18,7.25,2.13
1,2018,32,18,7.25,2.13
2,2018,32,18,7.25,2.13
3,2018,32,18,7.25,2.13
4,2018,32,18,7.25,2.13
5,2018,32,18,7.25,2.13
6,2018,32,18,7.25,2.13
7,2018,32,18,7.25,2.13
8,2018,32,18,7.25,2.13
9,2018,32,18,7.25,2.13
10,2018,32,18,7.25,2.13
11,2018,32,18,7.25,2.13
12,2018,32,18,7.25,2.13
1,2019,32,18,7.25,2.13
2,2019,32,18,7.25,2.13
3,2019,32,18,7.25,2.13
4,2019,32,18,7.25,2.13
5,2019,32,18,7.25,2.13
6,2019,32,18,7.25,2.13
7,2019,32,18,7.25,2.13
8,2019,32,18,7.25,2.13
9,2019,32,18,7.25,2.13
10,2019,32,18,7.25,2.13
11,2019,32,18,7.25,2.13
12,2019,32,18,7.25,2.13
1,2020,32,18,7.25,2.13
2,2020,32,18,7.25,2.13
3,2020,32,18,7.25,2.13
4,2020,32,18,7.25,2.13
5,2020,32,18,7.25,2.13
6,2020,32,18,7.25,2.13
7,2020,32,18,7.25,2.13
8,2020,32,18,7.25,2.13
9,2020,32,18,7.25,2.13
10,2020,32,18,7.25,2.13
11,2020,32,18,7.25,2.13
12,2020,32,18,7.25,2.13
1,2021,32,18,7.25,2.13
2,2021,32,18,7.25,2.13
3,2021,32,18,7.25,2.13
4,2021,32,18,7.25,2.13
5,2021,32,18,7.25,2.13
6,2021,32,18,7.25,2.13
7,2021,32,18,7.25,2.13
8,2021,32,18,7.25,2.13
9,2021,32,18,7.25,2.13
10,2021,32,18,7.25,2.13
11,2021,32,18,7.25,2.13
12,2021,32,18,7.25,2.13
1,2022,32,18,7.25,2.13
2,2022,32,18,7.25,2.13
3,2022,32,18,7.25,2.13
4,2022,32,18,7.25,2.13
5,2022,32,18,7.25,2.13
6,2022,32,18,7.25,2.13
7,2022,32,18,7.25,2.13
8,2022,32,18,7.25,2.13
9,2022,32,18,7.25,2.13
10,2022,32,18,7.25,2.13
11,2022,32,18,7.25,2.13
12,2022,32,18,7.25,2.13
1,2023,32,18,7.25,2.13
2,2023,32,18,7.25,2.13
3,2023,32,18,7.25,2.13
4,2023,32,18,7.25,2.13
5,2023,32,18,7.25,2.13
6,2023,32,18,7.25,2.13
7,2023,32,18,7.25,2.13
8,2023,32,18,7.25,2.13
9,2023,32,18,7.25,2.13
10,2023,32,18,7.25,2.13
11,2023,32,18,7.25,2.13
12,2023,32,18,7.25,2.13
1,2024,32,18,7.25,2.13
2,2024,32,18,7.25,2.13
3,2024,32,18,7.25,2.13
4,2024,32,18,7.25,2.13
5,2024,32,18,7.25,2.13
6,2024,32,18,7.25,2.13
7,2024,32,18,7.25,2.13
8,2024,32,18,7.25,2.13
9,2024,32,18,7.25,2.13
10,2024,32,18,7.25,2.13
11,2024,32,18,7.25,2.13
12,2024,32,18,7.25,2.13
1,2025,32,18,7.25,2.13
2,2025,32,18,7.25,2.13
3,2025,32,18,7.25,2.13
4,2025,32,18,7.25,2.13
5,2025,32,18,7.25,2.13
6,2025,32,18,7.25,2.13
7,2025,32,18,7.25,2.13
8,2025,32,18,7.25,2.13
9,2025,32,18,7.25,2.13
10,2025,32,18,7.25,2.13
11,2025,32,18,7.25,2.13
12,2025,32,18,7.25,2.13
1,2026,32,18,7.25,2.13
2,2026,32,18,7.25,2.13
3,2026,32,18,7.25,2.13
4,2026,32,18,7.25,2.13
5,2026,32,18,7.25,2.13
6,2026,32,18,7.25,2.13
7,2026,32,18,7.25,2.13
8,2026,32,18,7.25,2.13
9,2026,32,18,7.25,2.13
10,2026,32,18,7.25,2.13
11,2026,32,18,7.25,2.13
12,2026,32,18,7.25,2.13
1,2027,32,18,7.25,2.13
2,2027,32,18,7.25,2.13
3,2027,32,18,7.25,2.13
4,2027,32,18,7.25,2.13
5,2027,32,18,7.25,2.13
6,2027,32,18,7.25,2.13
7,2027,32,18,7.25,2.13
8,2027,32,18,7.25,2.13
9,2027,32,18,7.25,2.13
10,2027,32,18,7.25,2.13
11,2027,32,18,7.25,2.13
12,2027,32,18,7.25,2.13
1,2028,32,18,7.25,2.13
2,2028,32,18,7.25,2.13
3,2028,32,18,7.25,2.13
4,2028,32,18,7.25,2.13
5,2028,32,18,7.25,2.13
6,2028,32,18,7.25,2.13
7,2028,32,18,7.25,2.13
8,2028,32,18,7.25,2.13
9,2028,32,18,7.25,2.13
10,2028,32,18,7.25,2.13
11,2028,32,18,7.25,2.13
12,2028,32,18,7.25,2.13
1,2029,32,18,7.25,2.13
2,2029,32,18,7.25,2.13
3,2029,32,18,7.25,2.13
4,2029,32,18,7.25,2.13
5,2029,32,18,7.25,2.13
6,2029,32,18,7.25,2.13
7,2029,32,18,7.25,2.13
8,2029,32,18,7.25,2.13
9,2029,32,18,7.25,2.13
10,2029,32,18,7.25,2.13
11,2029,32,18,7.25,2.13
12,2029,32,18,7.25,2.13
1,2009,33,17,8.00,4.80
2,2009,33,17,8.00,4.80
3,2009,33,17,8.00,4.80
4,2009,33,17,8.00,4.80
5,2009,33,17,8.00,4.80
6,2009,33,17,8.00,4.80
7,2009,33,17,8.00,4.80
8,2009,33,17,8.00,4.80
9,2009,33,17,8.00,4.80
10,2009,33,17,8.00,4.80
11,2009,33,17,8.00,4.80
12,2009,33,17,8.00,4.80
1,2010,33,17,8.00,4.80
2,2010,33,17,8.00,4.80
3,2010,33,17,8.00,4.80
4,2010,33,17,8.00,4.80
5,2010,33,17,8.00,4.80
6,2010,33,17,8.00,4.80
7,2010,33,17,8.25,4.95
8,2010,33,17,8.25,4.95
9,2010,33,17,8.25,4.95
10,2010,33,17,8.25,4.95
11,2010,33,17,8.25,4.95
12,2010,33,17,8.25,4.95
1,2011,33,17,8.25,4.95
2,2011,33,17,8.25,4.95
3,2011,33,17,8.25,4.95
4,2011,33,17,8.25,4.95
5,2011,33,17,8.25,4.95
6,2011,33,17,8.25,4.95
7,2011,33,17,8.25,4.95
8,2011,33,17,8.25,4.95
9,2011,33,17,8.25,4.95
10,2011,33,17,8.25,4.95
11,2011,33,17,8.25,4.95
12,2011,33,17,8.25,4.95
1,2012,33,17,8.25,4.95
2,2012,33,17,8.25,4.95
3,2012,33,17,8.25,4.95
4,2012,33,17,8.25,4.95
5,2012,33,17,8.25,4.95
6,2012,33,17,8.25,4.95
7,2012,33,17,8.25,4.95
8,2012,33,17,8.25,4.95
9,2012,33,17,8.25,4.95
10,2012,33,17,8.25,4.95
11,2012,33,17,8.25,4.95
12,2012,33,17,8.25,4.95
1,2013,33,17,8.25,4.95
2,2013,33,17,8.25,4.95
3,2013,33,17,8.25,4.95
4,2013,33,17,8.25,4.95
5,2013,33,17,8.25,4.95
6,2013,33,17,8.25,4.95
7,2013,33,17,8.25,4.95
8,2013,33,17,8.25,4.95
9,2013,33,17,8.25,4.95
10,2013,33,17,8.25,4.95
11,2013,33,17,8.25,4.95
12,2013,33,17,8.25,4.95
1,2014,33,17,8.25,4.95
2,2014,33,17,8.25,4.95
3,2014,33,17,8.25,4.95
4,2014,33,17,8.25,4.95
5,2014,33,17,8.25,4.95
6,2014,33,17,8.25,4.95
7,2014,33,17,8.25,4.95
8,2014,33,17,8.25,4.95
9,2014,33,17,8.25,4.95
10,2014,33,17,8.25,4.95
11,2014,33,17,8.25,4.95
12,2014,33,17,8.25,4.95
1,2015,33,17,8.25,4.95
2,2015,33,17,8.25,4.95
3,2015,33,17,8.25,4.95
4,2015,33,17,8.25,4.95
5,2015,33,17,8.25,4.95
6,2015,33,17,8.25,4.95
7,2015,33,17,8.25,4.95
8,2015,33,17,8.25,4.95
9,2015,33,17,8.25,4.95
10,2015,33,17,8.25,4.95
11,2015,33,17,8.25,4.95
12,2015,33,17,8.25,4.95
1,2016,33,17,8.25,4.95
2,2016,33,17,8.25,4.95
3,2016,33,17,8.25,4.95
4,2016,33,17,8.25,4.95
5,2016,33,17,8.25,4.95
6,2016,33,17,8.25,4.95
7,2016,33,17,8.25,4.95
8,2016,33,17,8.25,4.95
9,2016,33,17,8.25,4.95
10,2016,33,17,8.25,4.95
11,2016,33,17,8.25,4.95
12,2016,33,17,8.25,4.95
1,2017,33,17,8.25,4.95
2,2017,33,17,8.25,4.95
3,2017,33,17,8.25,4.95
4,2017,33,17,8.25,4.95
5,2017,33,17,8.25,4.95
6,2017,33,17,8.25,4.95
7,2017,33,17,8.25,4.95
8,2017,33,17,8.25,4.95
9,2017,33,17,8.25,4.95
10,2017,33,17,8.25,4.95
11,2017,33,17,8.25,4.95
12,2017,33,17,8.25,4.95
1,2018,33,17,8.25,4.95
2,2018,33,17,8.25,4.95
3,2018,33,17,8.25,4.95
4,2018,33,17,8.25,4.95
5,2018,33,17,8.25,4.95
6,2018,33,17,8.25,4.95
7,2018,33,17,8.25,4.95
8,2018,33,17,8.25,4.95
9,2018,33,17,8.25,4.95
10,2018,33,17,8.25,4.95
11,2018,33,17,8.25,4.95
12,2018,33,17,8.25,4.95
1,2019,33,17,8.25,4.95
2,2019,33,17,8.25,4.95
3,2019,33,17,8.25,4.95
4,2019,33,17,8.25,4.95
5,2019,33,17,8.25,4.95
6,2019,33,17,8.25,4.95
7,2019,33,17,8.25,4.95
8,2019,33,17,8.25,4.95
9,2019,33,17,8.25,4.95
10,2019,33,17,8.25,4.95
11,2019,33,17,8.25,4.95
12,2019,33,17,8.25,4.95
1,2020,33,17,9.25,5.55
2,2020,33,17,9.25,5.55
3,2020,33,17,9.25,5.55
4,2020,33,17,9.25,5.55
5,2020,33,17,9.25,5.55
6,2020,33,17,9.25,5.55
7,2020,33,17,10.00,6.00
8,2020,33,17,10.00,6.00
9,2020,33,17,10.00,6.00
10,2020,33,17,10.00,6.00
11,2020,33,17,10.00,6.00
12,2020,33,17,10.00,6.00
1,2021,33,17,11.00,6.60
2,2021,33,17,11.00,6.60
3,2021,33,17,11.00,6.60
4,2021,33,17,11.00,6.60
5,2021,33,17,11.00,6.60
6,2021,33,17,11.00,6.60
7,2021,33,17,11.00,6.60
8,2021,33,17,11.00,6.60
9,2021,33,17,11.00,6.60
10,2021,33,17,11.00,6.60
11,2021,33,17,11.00,6.60
12,2021,33,17,11.00,6.60
1,2022,33,17,12.00,7.20
2,2022,33,17,12.00,7.20
3,2022,33,17,12.00,7.20
4,2022,33,17,12.00,7.20
5,2022,33,17,12.00,7.20
6,2022,33,17,12.00,7.20
7,2022,33,17,12.00,7.20
8,2022,33,17,12.00,7.20
9,2022,33,17,12.00,7.20
10,2022,33,17,12.00,7.20
11,2022,33,17,12.00,7.20
12,2022,33,17,12.00,7.20
1,2023,33,17,13.00,7.80
2,2023,33,17,13.00,7.80
3,2023,33,17,13.00,7.80
4,2023,33,17,13.00,7.80
5,2023,33,17,13.00,7.80
6,2023,33,17,13.00,7.80
7,2023,33,17,13.00,7.80
8,2023,33,17,13.00,7.80
9,2023,33,17,13.00,7.80
10,2023,33,17,13.00,7.80
11,2023,33,17,13.00,7.80
12,2023,33,17,13.00,7.80
1,2024,33,17,14.00,8.40
2,2024,33,17,14.00,8.40
3,2024,33,17,14.00,8.40
4,2024,33,17,14.00,8.40
5,2024,33,17,14.00,8.40
6,2024,33,17,14.00,8.40
7,2024,33,17,14.00,8.40
8,2024,33,17,14.00,8.40
9,2024,33,17,14.00,8.40
10,2024,33,17,14.00,8.40
11,2024,33,17,14.00,8.40
12,2024,33,17,14.00,8.40
1,2025,33,17,15.00,9.00
2,2025,33,17,15.00,9.00
3,2025,33,17,15.00,9.00
4,2025,33,17,15.00,9.00
5,2025,33,17,15.00,9.00
6,2025,33,17,15.00,9.00
7,2025,33,17,15.00,9.00
8,2025,33,17,15.00,9.00
9,2025,33,17,15.00,9.00
10,2025,33,17,15.00,9.00
11,2025,33,17,15.00,9.00
12,2025,33,17,15.00,9.00
1,2026,33,17,15.00,9.00
2,2026,33,17,15.00,9.00
3,2026,33,17,15.00,9.00
4,2026,33,17,15.00,9.00
5,2026,33,17,15.00,9.00
6,2026,33,17,15.00,9.00
7,2026,33,17,15.00,9.00
8,2026,33,17,15.00,9.00
9,2026,33,17,15.00,9.00
10,2026,33,17,15.00,9.00
11,2026,33,17,15.00,9.00
12,2026,33,17,15.00,9.00
1,2027,33,17,15.00,9.00
2,2027,33,17,15.00,9.00
3,2027,33,17,15.00,9.00
4,2027,33,17,15.00,9.00
5,2027,33,17,15.00,9.00
6,2027,33,17,15.00,9.00
7,2027,33,17,15.00,9.00
8,2027,33,17,15.00,9.00
9,2027,33,17,15.00,9.00
10,2027,33,17,15.00,9.00
11,2027,33,17,15.00,9.00
12,2027,33,17,15.00,9.00
1,2028,33,17,15.00,9.00
2,2028,33,17,15.00,9.00
3,2028,33,17,15.00,9.00
4,2028,33,17,15.00,9.00
5,2028,33,17,15.00,9.00
6,2028,33,17,15.00,9.00
7,2028,33,17,15.00,9.00
8,2028,33,17,15.00,9.00
9,2028,33,17,15.00,9.00
10,2028,33,17,15.00,9.00
11,2028,33,17,15.00,9.00
12,2028,33,17,15.00,9.00
1,2029,33,17,15.00,9.00
2,2029,33,17,15.00,9.00
3,2029,33,17,15.00,9.00
4,2029,33,17,15.00,9.00
5,2029,33,17,15.00,9.00
6,2029,33,17,15.00,9.00
7,2029,33,17,15.00,9.00
8,2029,33,17,15.00,9.00
9,2029,33,17,15.00,9.00
10,2029,33,17,15.00,9.00
11,2029,33,17,15.00,9.00
12,2029,33,17,15.00,9.00
1,2009,34,26,7.40,2.65
2,2009,34,26,7.40,2.65
3,2009,34,26,7.40,2.65
4,2009,34,26,7.40,2.65
5,2009,34,26,7.40,2.65
6,2009,34,26,7.40,2.65
7,2009,34,26,7.40,2.65
8,2009,34,26,7.40,2.65
9,2009,34,26,7.40,2.65
10,2009,34,26,7.40,2.65
11,2009,34,26,7.40,2.65
12,2009,34,26,7.40,2.65
1,2010,34,26,7.40,2.65
2,2010,34,26,7.40,2.65
3,2010,34,26,7.40,2.65
4,2010,34,26,7.40,2.65
5,2010,34,26,7.40,2.65
6,2010,34,26,7.40,2.65
7,2010,34,26,7.40,2.65
8,2010,34,26,7.40,2.65
9,2010,34,26,7.40,2.65
10,2010,34,26,7.40,2.65
11,2010,34,26,7.40,2.65
12,2010,34,26,7.40,2.65
1,2011,34,26,7.40,2.65
2,2011,34,26,7.40,2.65
3,2011,34,26,7.40,2.65
4,2011,34,26,7.40,2.65
5,2011,34,26,7.40,2.65
6,2011,34,26,7.40,2.65
7,2011,34,26,7.40,2.65
8,2011,34,26,7.40,2.65
9,2011,34,26,7.40,2.65
10,2011,34,26,7.40,2.65
11,2011,34,26,7.40,2.65
12,2011,34,26,7.40,2.65
1,2012,34,26,7.40,2.65
2,2012,34,26,7.40,2.65
3,2012,34,26,7.40,2.65
4,2012,34,26,7.40,2.65
5,2012,34,26,7.40,2.65
6,2012,34,26,7.40,2.65
7,2012,34,26,7.40,2.65
8,2012,34,26,7.40,2.65
9,2012,34,26,7.40,2.65
10,2012,34,26,7.40,2.65
11,2012,34,26,7.40,2.65
12,2012,34,26,7.40,2.65
1,2013,34,26,7.40,2.65
2,2013,34,26,7.40,2.65
3,2013,34,26,7.40,2.65
4,2013,34,26,7.40,2.65
5,2013,34,26,7.40,2.65
6,2013,34,26,7.40,2.65
7,2013,34,26,7.40,2.65
8,2013,34,26,7.40,2.65
9,2013,34,26,7.40,2.65
10,2013,34,26,7.40,2.65
11,2013,34,26,7.40,2.65
12,2013,34,26,7.40,2.65
1,2014,34,26,7.40,2.65
2,2014,34,26,7.40,2.65
3,2014,34,26,7.40,2.65
4,2014,34,26,7.40,2.65
5,2014,34,26,7.40,2.65
6,2014,34,26,7.40,2.65
7,2014,34,26,7.40,2.65
8,2014,34,26,7.40,2.65
9,2014,34,26,8.15,3.10
10,2014,34,26,8.15,3.10
11,2014,34,26,8.15,3.10
12,2014,34,26,8.15,3.10
1,2015,34,26,8.15,3.10
2,2015,34,26,8.15,3.10
3,2015,34,26,8.15,3.10
4,2015,34,26,8.15,3.10
5,2015,34,26,8.15,3.10
6,2015,34,26,8.15,3.10
7,2015,34,26,8.15,3.10
8,2015,34,26,8.15,3.10
9,2015,34,26,8.15,3.10
10,2015,34,26,8.15,3.10
11,2015,34,26,8.15,3.10
12,2015,34,26,8.15,3.10
1,2016,34,26,8.50,3.23
2,2016,34,26,8.50,3.23
3,2016,34,26,8.50,3.23
4,2016,34,26,8.50,3.23
5,2016,34,26,8.50,3.23
6,2016,34,26,8.50,3.23
7,2016,34,26,8.50,3.23
8,2016,34,26,8.50,3.23
9,2016,34,26,8.50,3.23
10,2016,34,26,8.50,3.23
11,2016,34,26,8.50,3.23
12,2016,34,26,8.50,3.23
1,2017,34,26,8.90,3.38
2,2017,34,26,8.90,3.38
3,2017,34,26,8.90,3.38
4,2017,34,26,8.90,3.38
5,2017,34,26,8.90,3.38
6,2017,34,26,8.90,3.38
7,2017,34,26,8.90,3.38
8,2017,34,26,8.90,3.38
9,2017,34,26,8.90,3.38
10,2017,34,26,8.90,3.38
11,2017,34,26,8.90,3.38
12,2017,34,26,8.90,3.38
1,2018,34,26,9.25,3.52
2,2018,34,26,9.25,3.52
3,2018,34,26,9.25,3.52
4,2018,34,26,9.25,3.52
5,2018,34,26,9.25,3.52
6,2018,34,26,9.25,3.52
7,2018,34,26,9.25,3.52
8,2018,34,26,9.25,3.52
9,2018,34,26,9.25,3.52
10,2018,34,26,9.25,3.52
11,2018,34,26,9.25,3.52
12,2018,34,26,9.25,3.52
1,2019,34,26,9.45,3.59
2,2019,34,26,9.45,3.59
3,2019,34,26,9.45,3.59
4,2019,34,26,9.45,3.59
5,2019,34,26,9.45,3.59
6,2019,34,26,9.45,3.59
7,2019,34,26,9.45,3.59
8,2019,34,26,9.45,3.59
9,2019,34,26,9.45,3.59
10,2019,34,26,9.45,3.59
11,2019,34,26,9.45,3.59
12,2019,34,26,9.45,3.59
1,2020,34,26,9.65,3.67
2,2020,34,26,9.65,3.67
3,2020,34,26,9.65,3.67
4,2020,34,26,9.65,3.67
5,2020,34,26,9.65,3.67
6,2020,34,26,9.65,3.67
7,2020,34,26,9.65,3.67
8,2020,34,26,9.65,3.67
9,2020,34,26,9.65,3.67
10,2020,34,26,9.65,3.67
11,2020,34,26,9.65,3.67
12,2020,34,26,9.65,3.67
1,2021,34,26,9.87,3.75
2,2021,34,26,9.87,3.75
3,2021,34,26,9.87,3.75
4,2021,34,26,9.87,3.75
5,2021,34,26,9.87,3.75
6,2021,34,26,9.87,3.75
7,2021,34,26,9.87,3.75
8,2021,34,26,9.87,3.75
9,2021,34,26,9.87,3.75
10,2021,34,26,9.87,3.75
11,2021,34,26,9.87,3.75
12,2021,34,26,9.87,3.75
1,2022,34,26,10.10,3.84
2,2022,34,26,10.10,3.84
3,2022,34,26,10.10,3.84
4,2022,34,26,10.10,3.84
5,2022,34,26,10.10,3.84
6,2022,34,26,10.10,3.84
7,2022,34,26,10.10,3.84
8,2022,34,26,10.10,3.84
9,2022,34,26,10.10,3.84
10,2022,34,26,10.10,3.84
11,2022,34,26,10.10,3.84
12,2022,34,26,10.10,3.84
1,2023,34,26,10.33,3.93
2,2023,34,26,10.33,3.93
3,2023,34,26,10.33,3.93
4,2023,34,26,10.33,3.93
5,2023,34,26,10.33,3.93
6,2023,34,26,10.33,3.93
7,2023,34,26,10.33,3.93
8,2023,34,26,10.33,3.93
9,2023,34,26,10.33,3.93
10,2023,34,26,10.33,3.93
11,2023,34,26,10.33,3.93
12,2023,34,26,10.33,3.93
1,2024,34,26,10.56,4.01
2,2024,34,26,10.56,4.01
3,2024,34,26,10.56,4.01
4,2024,34,26,10.56,4.01
5,2024,34,26,10.56,4.01
6,2024,34,26,10.56,4.01
7,2024,34,26,10.56,4.01
8,2024,34,26,10.56,4.01
9,2024,34,26,10.56,4.01
10,2024,34,26,10.56,4.01
11,2024,34,26,10.56,4.01
12,2024,34,26,10.56,4.01
1,2025,34,26,10.80,4.10
2,2025,34,26,10.80,4.10
3,2025,34,26,10.80,4.10
4,2025,34,26,10.80,4.10
5,2025,34,26,10.80,4.10
6,2025,34,26,10.80,4.10
7,2025,34,26,10.80,4.10
8,2025,34,26,10.80,4.10
9,2025,34,26,10.80,4.10
10,2025,34,26,10.80,4.10
11,2025,34,26,10.80,4.10
12,2025,34,26,10.80,4.10
1,2026,34,26,11.04,4.20
2,2026,34,26,11.04,4.20
3,2026,34,26,11.04,4.20
4,2026,34,26,11.04,4.20
5,2026,34,26,11.04,4.20
6,2026,34,26,11.04,4.20
7,2026,34,26,11.04,4.20
8,2026,34,26,11.04,4.20
9,2026,34,26,11.04,4.20
10,2026,34,26,11.04,4.20
11,2026,34,26,11.04,4.20
12,2026,34,26,11.04,4.20
1,2027,34,26,11.29,4.29
2,2027,34,26,11.29,4.29
3,2027,34,26,11.29,4.29
4,2027,34,26,11.29,4.29
5,2027,34,26,11.29,4.29
6,2027,34,26,11.29,4.29
7,2027,34,26,11.29,4.29
8,2027,34,26,11.29,4.29
9,2027,34,26,11.29,4.29
10,2027,34,26,11.29,4.29
11,2027,34,26,11.29,4.29
12,2027,34,26,11.29,4.29
1,2028,34,26,11.54,4.39
2,2028,34,26,11.54,4.39
3,2028,34,26,11.54,4.39
4,2028,34,26,11.54,4.39
5,2028,34,26,11.54,4.39
6,2028,34,26,11.54,4.39
7,2028,34,26,11.54,4.39
8,2028,34,26,11.54,4.39
9,2028,34,26,11.54,4.39
10,2028,34,26,11.54,4.39
11,2028,34,26,11.54,4.39
12,2028,34,26,11.54,4.39
1,2029,34,26,11.79,4.48
2,2029,34,26,11.79,4.48
3,2029,34,26,11.79,4.48
4,2029,34,26,11.79,4.48
5,2029,34,26,11.79,4.48
6,2029,34,26,11.79,4.48
7,2029,34,26,11.79,4.48
8,2029,34,26,11.79,4.48
9,2029,34,26,11.79,4.48
10,2029,34,26,11.79,4.48
11,2029,34,26,11.79,4.48
12,2029,34,26,11.79,4.48
1,2009,35,55,6.55,2.33
2,2009,35,55,6.55,2.33
3,2009,35,55,6.55,2.33
4,2009,35,55,6.55,2.33
5,2009,35,55,6.55,2.33
6,2009,35,55,6.55,2.33
7,2009,35,55,7.25,2.33
8,2009,35,55,7.25,2.33
9,2009,35,55,7.25,2.33
10,2009,35,55,7.25,2.33
11,2009,35,55,7.25,2.33
12,2009,35,55,7.25,2.33
1,2010,35,55,7.25,2.33
2,2010,35,55,7.25,2.33
3,2010,35,55,7.25,2.33
4,2010,35,55,7.25,2.33
5,2010,35,55,7.25,2.33
6,2010,35,55,7.25,2.33
7,2010,35,55,7.25,2.33
8,2010,35,55,7.25,2.33
9,2010,35,55,7.25,2.33
10,2010,35,55,7.25,2.33
11,2010,35,55,7.25,2.33
12,2010,35,55,7.25,2.33
1,2011,35,55,7.25,2.33
2,2011,35,55,7.25,2.33
3,2011,35,55,7.25,2.33
4,2011,35,55,7.25,2.33
5,2011,35,55,7.25,2.33
6,2011,35,55,7.25,2.33
7,2011,35,55,7.25,2.33
8,2011,35,55,7.25,2.33
9,2011,35,55,7.25,2.33
10,2011,35,55,7.25,2.33
11,2011,35,55,7.25,2.33
12,2011,35,55,7.25,2.33
1,2012,35,55,7.25,2.33
2,2012,35,55,7.25,2.33
3,2012,35,55,7.25,2.33
4,2012,35,55,7.25,2.33
5,2012,35,55,7.25,2.33
6,2012,35,55,7.25,2.33
7,2012,35,55,7.25,2.33
8,2012,35,55,7.25,2.33
9,2012,35,55,7.25,2.33
10,2012,35,55,7.25,2.33
11,2012,35,55,7.25,2.33
12,2012,35,55,7.25,2.33
1,2013,35,55,7.25,2.33
2,2013,35,55,7.25,2.33
3,2013,35,55,7.25,2.33
4,2013,35,55,7.25,2.33
5,2013,35,55,7.25,2.33
6,2013,35,55,7.25,2.33
7,2013,35,55,7.25,2.33
8,2013,35,55,7.25,2.33
9,2013,35,55,7.25,2.33
10,2013,35,55,7.25,2.33
11,2013,35,55,7.25,2.33
12,2013,35,55,7.25,2.33
1,2014,35,55,7.25,2.33
2,2014,35,55,7.25,2.33
3,2014,35,55,7.25,2.33
4,2014,35,55,7.25,2.33
