month,year,state,mw,tipmw
7,2026,33,8.25,4.95
8,2026,33,8.25,4.95
9,2026,33,8.25,4.95
10,2026,33,8.25,4.95
11,2026,33,8.25,4.95
12,2026,33,8.25,4.95
1,2009,34,7.40,2.65
2,2009,34,7.40,2.65
3,2009,34,7.40,2.65
4,2009,34,7.40,2.65
5,2009,34,7.40,2.65
6,2009,34,7.40,2.65
7,2009,34,7.40,2.65
8,2009,34,7.40,2.65
9,2009,34,7.40,2.65
10,2009,34,7.40,2.65
11,2009,34,7.40,2.65
12,2009,34,7.40,2.65
1,2010,34,7.40,2.65
2,2010,34,7.40,2.65
3,2010,34,7.40,2.65
4,2010,34,7.40,2.65
5,2010,34,7.40,2.65
6,2010,34,7.40,2.65
7,2010,34,7.40,2.65
8,2010,34,7.40,2.65
9,2010,34,7.40,2.65
10,2010,34,7.40,2.65
11,2010,34,7.40,2.65
12,2010,34,7.40,2.65
1,2011,34,7.40,2.65
2,2011,34,7.40,2.65
3,2011,34,7.40,2.65
4,2011,34,7.40,2.65
5,2011,34,7.40,2.65
6,2011,34,7.40,2.65
7,2011,34,7.40,2.65
8,2011,34,7.40,2.65
9,2011,34,7.40,2.65
10,2011,34,7.40,2.65
11,2011,34,7.40,2.65
12,2011,34,7.40,2.65
1,2012,34,7.40,2.65
2,2012,34,7.40,2.65
3,2012,34,7.40,2.65
4,2012,34,7.40,2.65
5,2012,34,7.40,2.65
6,2012,34,7.40,2.65
7,2012,34,7.40,2.65
8,2012,34,7.40,2.65
9,2012,34,7.40,2.65
10,2012,34,7.40,2.65
11,2012,34,7.40,2.65
12,2012,34,7.40,2.65
1,2013,34,7.40,2.65
2,2013,34,7.40,2.65
3,2013,34,7.40,2.65
4,2013,34,7.40,2.65
5,2013,34,7.40,2.65
6,2013,34,7.40,2.65
7,2013,34,7.40,2.65
8,2013,34,7.40,2.65
9,2013,34,7.40,2.65
10,2013,34,7.40,2.65
11,2013,34,7.40,2.65
12,2013,34,7.40,2.65
1,2014,34,7.40,2.65
2,2014,34,7.40,2.65
3,2014,34,7.40,2.65
4,2014,34,7.40,2.65
5,2014,34,7.40,2.65
6,2014,34,7.40,2.65
7,2014,34,7.40,2.65
8,2014,34,7.40,2.65
9,2014,34,8.15,3.10
10,2014,34,8.15,3.10
11,2014,34,8.15,3.10
12,2014,34,8.15,3.10
1,2015,34,8.15,3.10
2,2015,34,8.15,3.10
3,2015,34,8.15,3.10
4,2015,34,8.15,3.10
5,2015,34,8.15,3.10
6,2015,34,8.15,3.10
7,2015,34,8.15,3.10
8,2015,34,8.15,3.10
9,2015,34,8.15,3.10
10,2015,34,8.15,3.10
11,2015,34,8.15,3.10
12,2015,34,8.15,3.10
1,2016,34,8.50,3.23
2,2016,34,8.50,3.23
3,2016,34,8.50,3.23
4,2016,34,8.50,3.23
5,2016,34,8.50,3.23
6,2016,34,8.50,3.23
7,2016,34,8.50,3.23
8,2016,34,8.50,3.23
9,2016,34,8.50,3.23
10,2016,34,8.50,3.23
11,2016,34,8.50,3.23
12,2016,34,8.50,3.23
1,2017,34,8.90,3.38
2,2017,34,8.90,3.38
3,2017,34,8.90,3.38
4,2017,34,8.90,3.38
5,2017,34,8.90,3.38
6,2017,34,8.90,3.38
7,2017,34,8.90,3.38
8,2017,34,8.90,3.38
9,2017,34,8.90,3.38
10,2017,34,8.90,3.38
11,2017,34,8.90,3.38
12,2017,34,8.90,3.38
1,2018,34,9.25,3.52
2,2018,34,9.25,3.52
3,2018,34,9.25,3.52
4,2018,34,9.25,3.52
5,2018,34,9.25,3.52
6,2018,34,9.25,3.52
7,2018,34,9.25,3.52
8,2018,34,9.25,3.52
9,2018,34,9.25,3.52
10,2018,34,9.25,3.52
11,2018,34,9.25,3.52
12,2018,34,9.25,3.52
1,2019,34,9.45,3.59
2,2019,34,9.45,3.59
3,2019,34,9.45,3.59
4,2019,34,9.45,3.59
5,2019,34,9.45,3.59
6,2019,34,9.45,3.59
7,2019,34,9.45,3.59
8,2019,34,9.45,3.59
9,2019,34,9.45,3.59
10,2019,34,9.45,3.59
11,2019,34,9.45,3.59
12,2019,34,9.45,3.59
1,2020,34,9.65,3.67
2,2020,34,9.65,3.67
3,2020,34,9.65,3.67
4,2020,34,9.65,3.67
5,2020,34,9.65,3.67
6,2020,34,9.65,3.67
7,2020,34,9.65,3.67
8,2020,34,9.65,3.67
9,2020,34,9.65,3.67
10,2020,34,9.65,3.67
11,2020,34,9.65,3.67
12,2020,34,9.65,3.67
1,2021,34,9.87,3.75
2,2021,34,9.87,3.75
3,2021,34,9.87,3.75
4,2021,34,9.87,3.75
5,2021,34,9.87,3.75
6,2021,34,9.87,3.75
7,2021,34,9.87,3.75
8,2021,34,9.87,3.75
9,2021,34,9.87,3.75
10,2021,34,9.87,3.75
11,2021,34,9.87,3.75
12,2021,34,9.87,3.75
1,2022,34,10.10,3.84
2,2022,34,10.10,3.84
3,2022,34,10.10,3.84
4,2022,34,10.10,3.84
5,2022,34,10.10,3.84
6,2022,34,10.10,3.84
7,2022,34,10.10,3.84
8,2022,34,10.10,3.84
9,2022,34,10.10,3.84
10,2022,34,10.10,3.84
11,2022,34,10.10,3.84
12,2022,34,10.10,3.84
1,2023,34,10.33,3.93
2,2023,34,10.33,3.93
3,2023,34,10.33,3.93
4,2023,34,10.33,3.93
5,2023,34,10.33,3.93
6,2023,34,10.33,3.93
7,2023,34,10.33,3.93
8,2023,34,10.33,3.93
9,2023,34,10.33,3.93
10,2023,34,10.33,3.93
11,2023,34,10.33,3.93
12,2023,34,10.33,3.93
1,2024,34,10.56,4.01
2,2024,34,10.56,4.01
3,2024,34,10.56,4.01
4,2024,34,10.56,4.01
5,2024,34,10.56,4.01
6,2024,34,10.56,4.01
7,2024,34,10.56,4.01
8,2024,34,10.56,4.01
9,2024,34,10.56,4.01
10,2024,34,10.56,4.01
11,2024,34,10.56,4.01
12,2024,34,10.56,4.01
1,2025,34,10.80,4.10
2,2025,34,10.80,4.10
3,2025,34,10.80,4.10
4,2025,34,10.80,4.10
5,2025,34,10.80,4.10
6,2025,34,10.80,4.10
7,2025,34,10.80,4.10
8,2025,34,10.80,4.10
9,2025,34,10.80,4.10
10,2025,34,10.80,4.10
11,2025,34,10.80,4.10
12,2025,34,10.80,4.10
1,2026,34,11.04,4.20
2,2026,34,11.04,4.20
3,2026,34,11.04,4.20
4,2026,34,11.04,4.20
5,2026,34,11.04,4.20
6,2026,34,11.04,4.20
7,2026,34,11.04,4.20
8,2026,34,11.04,4.20
9,2026,34,11.04,4.20
10,2026,34,11.04,4.20
11,2026,34,11.04,4.20
12,2026,34,11.04,4.20
1,2009,35,6.55,2.33
2,2009,35,6.55,2.33
3,2009,35,6.55,2.33
4,2009,35,6.55,2.33
5,2009,35,6.55,2.33
6,2009,35,6.55,2.33
7,2009,35,7.25,2.33
8,2009,35,7.25,2.33
9,2009,35,7.25,2.33
10,2009,35,7.25,2.33
11,2009,35,7.25,2.33
12,2009,35,7.25,2.33
1,2010,35,7.25,2.33
2,2010,35,7.25,2.33
3,2010,35,7.25,2.33
4,2010,35,7.25,2.33
5,2010,35,7.25,2.33
6,2010,35,7.25,2.33
7,2010,35,7.25,2.33
8,2010,35,7.25,2.33
9,2010,35,7.25,2.33
10,2010,35,7.25,2.33
11,2010,35,7.25,2.33
12,2010,35,7.25,2.33
1,2011,35,7.25,2.33
2,2011,35,7.25,2.33
3,2011,35,7.25,2.33
4,2011,35,7.25,2.33
5,2011,35,7.25,2.33
6,2011,35,7.25,2.33
7,2011,35,7.25,2.33
8,2011,35,7.25,2.33
9,2011,35,7.25,2.33
10,2011,35,7.25,2.33
11,2011,35,7.25,2.33
12,2011,35,7.25,2.33
1,2012,35,7.25,2.33
2,2012,35,7.25,2.33
3,2012,35,7.25,2.33
4,2012,35,7.25,2.33
5,2012,35,7.25,2.33
6,2012,35,7.25,2.33
7,2012,35,7.25,2.33
8,2012,35,7.25,2.33
9,2012,35,7.25,2.33
10,2012,35,7.25,2.33
11,2012,35,7.25,2.33
12,2012,35,7.25,2.33
1,2013,35,7.25,2.33
2,2013,35,7.25,2.33
3,2013,35,7.25,2.33
4,2013,35,7.25,2.33
5,2013,35,7.25,2.33
6,2013,35,7.25,2.33
7,2013,35,7.25,2.33
8,2013,35,7.25,2.33
9,2013,35,7.25,2.33
10,2013,35,7.25,2.33
11,2013,35,7.25,2.33
12,2013,35,7.25,2.33
1,2014,35,7.25,2.33
2,2014,35,7.25,2.33
3,2014,35,7.25,2.33
4,2014,35,7.25,2.33
5,2014,35,7.25,2.33
6,2014,35,7.25,2.33
7,2014,35,7.25,2.33
8,2014,35,7.25,2.33
9,2014,35,7.25,2.33
10,2014,35,7.25,2.33
11,2014,35,7.25,2.33
12,2014,35,7.25,2.33
1,2015,35,7.25,2.33
2,2015,35,7.25,2.33
3,2015,35,7.25,2.33
4,2015,35,7.25,2.33
5,2015,35,7.25,2.33
6,2015,35,7.25,2.33
7,2015,35,7.25,2.33
8,2015,35,7.25,2.33
9,2015,35,7.25,2.33
10,2015,35,7.25,2.33
11,2015,35,7.25,2.33
12,2015,35,7.25,2.33
1,2016,35,7.25,2.33
2,2016,35,7.25,2.33
3,2016,35,7.25,2.33
4,2016,35,7.25,2.33
5,2016,35,7.25,2.33
6,2016,35,7.25,2.33
7,2016,35,7.25,2.33
8,2016,35,7.25,2.33
9,2016,35,7.25,2.33
10,2016,35,7.25,2.33
11,2016,35,7.25,2.33
12,2016,35,7.25,2.33
1,2017,35,7.25,2.33
2,2017,35,7.25,2.33
3,2017,35,7.25,2.33
4,2017,35,7.25,2.33
5,2017,35,7.25,2.33
6,2017,35,7.25,2.33
7,2017,35,7.25,2.33
8,2017,35,7.25,2.33
9,2017,35,7.25,2.33
10,2017,35,7.25,2.33
11,2017,35,7.25,2.33
12,2017,35,7.25,2.33
1,2018,35,7.25,2.33
2,2018,35,7.25,2.33
3,2018,35,7.25,2.33
4,2018,35,7.25,2.33
5,2018,35,7.25,2.33
6,2018,35,7.25,2.33
7,2018,35,7.25,2.33
8,2018,35,7.25,2.33
9,2018,35,7.25,2.33
10,2018,35,7.25,2.33
11,2018,35,7.25,2.33
12,2018,35,7.25,2.33
1,2019,35,7.25,2.33
2,2019,35,7.25,2.33
3,2019,35,7.25,2.33
4,2019,35,7.25,2.33
5,2019,35,7.25,2.33
6,2019,35,7.25,2.33
7,2019,35,7.25,2.33
8,2019,35,7.25,2.33
9,2019,35,7.25,2.33
10,2019,35,7.25,2.33
11,2019,35,7.25,2.33
12,2019,35,7.25,2.33
1,2020,35,7.25,2.33
2,2020,35,7.25,2.33
3,2020,35,7.25,2.33
4,2020,35,7.25,2.33
5,2020,35,7.25,2.33
6,2020,35,7.25,2.33
7,2020,35,7.25,2.33
8,2020,35,7.25,2.33
9,2020,35,7.25,2.33
10,2020,35,7.25,2.33
11,2020,35,7.25,2.33
12,2020,35,7.25,2.33
1,2021,35,7.25,2.33
2,2021,35,7.25,2.33
3,2021,35,7.25,2.33
4,2021,35,7.25,2.33
5,2021,35,7.25,2.33
6,2021,35,7.25,2.33
7,2021,35,7.25,2.33
8,2021,35,7.25,2.33
9,2021,35,7.25,2.33
10,2021,35,7.25,2.33
11,2021,35,7.25,2.33
12,2021,35,7.25,2.33
1,2022,35,7.25,2.33
2,2022,35,7.25,2.33
3,2022,35,7.25,2.33
4,2022,35,7.25,2.33
5,2022,35,7.25,2.33
6,2022,35,7.25,2.33
7,2022,35,7.25,2.33
8,2022,35,7.25,2.33
9,2022,35,7.25,2.33
10,2022,35,7.25,2.33
11,2022,35,7.25,2.33
12,2022,35,7.25,2.33
1,2023,35,7.25,2.33
2,2023,35,7.25,2.33
3,2023,35,7.25,2.33
4,2023,35,7.25,2.33
5,2023,35,7.25,2.33
6,2023,35,7.25,2.33
7,2023,35,7.25,2.33
8,2023,35,7.25,2.33
9,2023,35,7.25,2.33
10,2023,35,7.25,2.33
11,2023,35,7.25,2.33
12,2023,35,7.25,2.33
1,2024,35,7.25,2.33
2,2024,35,7.25,2.33
3,2024,35,7.25,2.33
4,2024,35,7.25,2.33
5,2024,35,7.25,2.33
6,2024,35,7.25,2.33
7,2024,35,7.25,2.33
8,2024,35,7.25,2.33
9,2024,35,7.25,2.33
10,2024,35,7.25,2.33
11,2024,35,7.25,2.33
12,2024,35,7.25,2.33
1,2025,35,7.25,2.33
2,2025,35,7.25,2.33
3,2025,35,7.25,2.33
4,2025,35,7.25,2.33
5,2025,35,7.25,2.33
6,2025,35,7.25,2.33
7,2025,35,7.25,2.33
8,2025,35,7.25,2.33
9,2025,35,7.25,2.33
10,2025,35,7.25,2.33
11,2025,35,7.25,2.33
12,2025,35,7.25,2.33
1,2026,35,7.25,2.33
2,2026,35,7.25,2.33
3,2026,35,7.25,2.33
4,2026,35,7.25,2.33
5,2026,35,7.25,2.33
6,2026,35,7.25,2.33
7,2026,35,7.25,2.33
8,2026,35,7.25,2.33
9,2026,35,7.25,2.33
10,2026,35,7.25,2.33
11,2026,35,7.25,2.33
12,2026,35,7.25,2.33
1,2009,41,6.55,6.55
2,2009,41,6.55,6.55
3,2009,41,6.55,6.55
4,2009,41,6.55,6.55
5,2009,41,6.55,6.55
6,2009,41,6.55,6.55
7,2009,41,7.25,7.25
8,2009,41,7.25,7.25
9,2009,41,7.25,7.25
10,2009,41,7.25,7.25
11,2009,41,7.25,7.25
12,2009,41,7.25,7.25
1,2010,41,7.25,7.25
2,2010,41,7.25,7.25
3,2010,41,7.25,7.25
4,2010,41,7.25,7.25
5,2010,41,7.25,7.25
6,2010,41,7.25,7.25
7,2010,41,7.25,7.25
8,2010,41,7.25,7.25
9,2010,41,7.25,7.25
10,2010,41,7.25,7.25
11,2010,41,7.25,7.25
12,2010,41,7.25,7.25
1,2011,41,7.25,7.25
2,2011,41,7.25,7.25
3,2011,41,7.25,7.25
4,2011,41,7.25,7.25
5,2011,41,7.25,7.25
6,2011,41,7.25,7.25
7,2011,41,7.25,7.25
8,2011,41,7.25,7.25
9,2011,41,7.25,7.25
10,2011,41,7.25,7.25
11,2011,41,7.25,7.25
12,2011,41,7.25,7.25
1,2012,41,7.25,7.25
2,2012,41,7.25,7.25
3,2012,41,7.25,7.25
4,2012,41,7.25,7.25
5,2012,41,7.25,7.25
6,2012,41,7.25,7.25
7,2012,41,7.25,7.25
8,2012,41,7.25,7.25
9,2012,41,7.25,7.25
10,2012,41,7.25,7.25
11,2012,41,7.25,7.25
12,2012,41,7.25,7.25
1,2013,41,7.25,7.25
2,2013,41,7.25,7.25
3,2013,41,7.25,7.25
4,2013,41,7.25,7.25
5,2013,41,7.25,7.25
6,2013,41,7.25,7.25
7,2013,41,7.25,7.25
8,2013,41,7.25,7.25
9,2013,41,7.25,7.25
10,2013,41,7.25,7.25
11,2013,41,7.25,7.25
12,2013,41,7.25,7.25
1,2014,41,7.25,7.25
2,2014,41,7.25,7.25
3,2014,41,7.25,7.25
4,2014,41,7.25,7.25
5,2014,41,7.25,7.25
6,2014,41,7.25,7.25
7,2014,41,7.25,7.25
8,2014,41,8.00,8.00
9,2014,41,8.00,8.00
10,2014,41,8.00,8.00
11,2014,41,8.00,8.00
12,2014,41,8.00,8.00
1,2015,41,8.00,8.00
2,2015,41,8.00,8.00
3,2015,41,8.00,8.00
4,2015,41,8.00,8.00
5,2015,41,8.00,8.00
6,2015,41,8.00,8.00
7,2015,41,8.00,8.00
8,2015,41,9.00,9.00
9,2015,41,9.00,9.00
10,2015,41,9.00,9.00
11,2015,41,9.00,9.00
12,2015,41,9.00,9.00
1,2016,41,9.00,9.00
2,2016,41,9.00,9.00
3,2016,41,9.00,9.00
4,2016,41,9.00,9.00
5,2016,41,9.00,9.00
6,2016,41,9.00,9.00
7,2016,41,9.00,9.00
8,2016,41,9.50,9.50
9,2016,41,9.50,9.50
10,2016,41,9.50,9.50
11,2016,41,9.50,9.50
12,2016,41,9.50,9.50
1,2017,41,9.50,9.50
2,2017,41,9.50,9.50
3,2017,41,9.50,9.50
4,2017,41,9.50,9.50
5,2017,41,9.50,9.50
6,2017,41,9.50,9.50
7,2017,41,9.50,9.50
8,2017,41,9.50,9.50
9,2017,41,9.50,9.50
10,2017,41,9.50,9.50
11,2017,41,9.50,9.50
12,2017,41,9.50,9.50
1,2018,41,9.65,9.65
2,2018,41,9.65,9.65
3,2018,41,9.65,9.65
4,2018,41,9.65,9.65
5,2018,41,9.65,9.65
6,2018,41,9.65,9.65
7,2018,41,9.65,9.65
8,2018,41,9.65,9.65
9,2018,41,9.65,9.65
10,2018,41,9.65,9.65
11,2018,41,9.65,9.65
12,2018,41,9.65,9.65
1,2019,41,9.86,9.86
2,2019,41,9.86,9.86
3,2019,41,9.86,9.86
4,2019,41,9.86,9.86
5,2019,41,9.86,9.86
6,2019,41,9.86,9.86
7,2019,41,9.86,9.86
8,2019,41,9.86,9.86
9,2019,41,9.86,9.86
10,2019,41,9.86,9.86
11,2019,41,9.86,9.86
12,2019,41,9.86,9.86
1,2020,41,10.08,10.08
2,2020,41,10.08,10.08
3,2020,41,10.08,10.08
4,2020,41,10.08,10.08
5,2020,41,10.08,10.08
6,2020,41,10.08,10.08
7,2020,41,10.08,10.08
8,2020,41,10.08,10.08
9,2020,41,10.08,10.08
10,2020,41,10.08,10.08
11,2020,41,10.08,10.08
12,2020,41,10.08,10.08
1,2021,41,10.33,10.33
2,2021,41,10.33,10.33
3,2021,41,10.33,10.33
4,2021,41,10.33,10.33
5,2021,41,10.33,10.33
6,2021,41,10.33,10.33
7,2021,41,10.33,10.33
8,2021,41,10.33,10.33
9,2021,41,10.33,10.33
10,2021,41,10.33,10.33
11,2021,41,10.33,10.33
12,2021,41,10.33,10.33
1,2022,41,10.59,10.59
2,2022,41,10.59,10.59
3,2022,41,10.59,10.59
4,2022,41,10.59,10.59
5,2022,41,10.59,10.59
6,2022,41,10.59,10.59
7,2022,41,10.59,10.59
8,2022,41,10.59,10.59
9,2022,41,10.59,10.59
10,2022,41,10.59,10.59
11,2022,41,10.59,10.59
12,2022,41,10.59,10.59
1,2023,41,10.85,10.85
2,2023,41,10.85,10.85
3,2023,41,10.85,10.85
4,2023,41,10.85,10.85
5,2023,41,10.85,10.85
6,2023,41,10.85,10.85
7,2023,41,10.85,10.85
8,2023,41,10.85,10.85
9,2023,41,10.85,10.85
10,2023,41,10.85,10.85
11,2023,41,10.85,10.85
12,2023,41,10.85,10.85
1,2024,41,11.12,11.12
2,2024,41,11.12,11.12
3,2024,41,11.12,11.12
4,2024,41,11.12,11.12
5,2024,41,11.12,11.12
6,2024,41,11.12,11.12
7,2024,41,11.12,11.12
8,2024,41,11.12,11.12
9,2024,41,11.12,11.12
10,2024,41,11.12,11.12
11,2024,41,11.12,11.12
12,2024,41,11.12,11.12
1,2025,41,11.39,11.39
2,2025,41,11.39,11.39
3,2025,41,11.39,11.39
4,2025,41,11.39,11.39
5,2025,41,11.39,11.39
6,2025,41,11.39,11.39
7,2025,41,11.39,11.39
8,2025,41,11.39,11.39
9,2025,41,11.39,11.39
10,2025,41,11.39,11.39
11,2025,41,11.39,11.39
12,2025,41,11.39,11.39
1,2026,41,11.65,11.65
2,2026,41,11.65,11.65
3,2026,41,11.65,11.65
4,2026,41,11.65,11.65
5,2026,41,11.65,11.65
6,2026,41,11.65,11.65
7,2026,41,11.65,11.65
8,2026,41,11.65,11.65
9,2026,41,11.65,11.65
10,2026,41,11.65,11.65
11,2026,41,11.65,11.65
12,2026,41,11.65,11.65
1,2009,42,7.25,4.35
2,2009,42,7.25,4.35
3,2009,42,7.25,4.35
4,2009,42,7.25,4.35
5,2009,42,7.25,4.35
6,2009,42,7.25,4.35
7,2009,42,7.25,4.35
8,2009,42,7.25,4.35
9,2009,42,7.25,4.35
10,2009,42,7.25,4.35
11,2009,42,7.25,4.35
12,2009,42,7.25,4.35
1,2010,42,7.25,4.35
2,2010,42,7.25,4.35
3,2010,42,7.25,4.35
4,2010,42,7.25,4.35
5,2010,42,7.25,4.35
6,2010,42,7.25,4.35
7,2010,42,7.25,4.35
8,2010,42,7.25,4.35
9,2010,42,7.25,4.35
10,2010,42,7.25,4.35
11,2010,42,7.25,4.35
12,2010,42,7.25,4.35
1,2011,42,7.25,4.35
2,2011,42,7.25,4.35
3,2011,42,7.25,4.35
4,2011,42,7.25,4.35
5,2011,42,7.25,4.35
6,2011,42,7.25,4.35
7,2011,42,7.25,4.35
8,2011,42,7.25,4.35
9,2011,42,7.25,4.35
10,2011,42,7.25,4.35
11,2011,42,7.25,4.35
12,2011,42,7.25,4.35
1,2012,42,7.25,4.35
2,2012,42,7.25,4.35
3,2012,42,7.25,4.35
4,2012,42,7.25,4.35
5,2012,42,7.25,4.35
6,2012,42,7.25,4.35
7,2012,42,7.25,4.35
8,2012,42,7.25,4.35
9,2012,42,7.25,4.35
10,2012,42,7.25,4.35
11,2012,42,7.25,4.35
12,2012,42,7.25,4.35
1,2013,42,7.25,4.35
2,2013,42,7.25,4.35
3,2013,42,7.25,4.35
4,2013,42,7.25,4.35
5,2013,42,7.25,4.35
6,2013,42,7.25,4.35
7,2013,42,7.25,4.35
8,2013,42,7.25,4.35
9,2013,42,7.25,4.35
10,2013,42,7.25,4.35
11,2013,42,7.25,4.35
12,2013,42,7.25,4.35
1,2014,42,7.25,4.35
2,2014,42,7.25,4.35
3,2014,42,7.25,4.35
4,2014,42,7.25,4.35
5,2014,42,7.25,4.35
6,2014,42,7.25,4.35
7,2014,42,7.25,4.35
8,2014,42,7.25,4.35
9,2014,42,7.25,4.35
10,2014,42,7.25,4.35
11,2014,42,7.25,4.35
12,2014,42,7.25,4.35
1,2015,42,7.25,4.35
2,2015,42,7.25,4.35
3,2015,42,7.25,4.35
4,2015,42,7.25,4.35
5,2015,42,7.25,4.35
6,2015,42,7.25,4.35
7,2015,42,7.25,4.35
8,2015,42,7.25,4.35
9,2015,42,7.25,4.35
10,2015,42,7.25,4.35
11,2015,42,7.25,4.35
12,2015,42,7.25,4.35
1,2016,42,7.25,4.35
2,2016,42,7.25,4.35
3,2016,42,7.25,4.35
4,2016,42,7.25,4.35
5,2016,42,7.25,4.35
6,2016,42,7.25,4.35
7,2016,42,7.25,4.35
8,2016,42,7.25,4.35
9,2016,42,7.25,4.35
10,2016,42,7.25,4.35
11,2016,42,7.25,4.35
12,2016,42,7.25,4.35
1,2017,42,7.25,4.35
2,2017,42,7.25,4.35
3,2017,42,7.25,4.35
4,2017,42,7.25,4.35
5,2017,42,7.25,4.35
6,2017,42,7.25,4.35
7,2017,42,7.25,4.35
8,2017,42,7.25,4.35
9,2017,42,7.25,4.35
10,2017,42,7.25,4.35
11,2017,42,7.25,4.35
12,2017,42,7.25,4.35
1,2018,42,7.25,4.35
2,2018,42,7.25,4.35
3,2018,42,7.25,4.35
4,2018,42,7.25,4.35
5,2018,42,7.25,4.35
6,2018,42,7.25,4.35
7,2018,42,7.25,4.35
8,2018,42,7.25,4.35
9,2018,42,7.25,4.35
10,2018,42,7.25,4.35
11,2018,42,7.25,4.35
12,2018,42,7.25,4.35
1,2019,42,7.25,4.35
2,2019,42,7.25,4.35
3,2019,42,7.25,4.35
4,2019,42,7.25,4.35
5,2019,42,7.25,4.35
6,2019,42,7.25,4.35
7,2019,42,7.25,4.35
8,2019,42,7.25,4.35
9,2019,42,7.25,4.35
10,2019,42,7.25,4.35
11,2019,42,7.25,4.35
12,2019,42,7.25,4.35
1,2020,42,7.25,4.35
2,2020,42,7.25,4.35
3,2020,42,7.25,4.35
4,2020,42,7.25,4.35
5,2020,42,7.25,4.35
6,2020,42,7.25,4.35
7,2020,42,7.25,4.35
8,2020,42,7.25,4.35
9,2020,42,7.25,4.35
10,2020,42,7.25,4.35
11,2020,42,7.25,4.35
12,2020,42,7.25,4.35
1,2021,42,7.25,4.35
2,2021,42,7.25,4.35
3,2021,42,7.25,4.35
4,2021,42,7.25,4.35
5,2021,42,7.25,4.35
6,2021,42,7.25,4.35
7,2021,42,7.25,4.35
8,2021,42,7.25,4.35
9,2021,42,7.25,4.35
10,2021,42,7.25,4.35
11,2021,42,7.25,4.35
12,2021,42,7.25,4.35
1,2022,42,7.25,4.35
2,2022,42,7.25,4.35
3,2022,42,7.25,4.35
4,2022,42,7.25,4.35
5,2022,42,7.25,4.35
6,2022,42,7.25,4.35
7,2022,42,7.25,4.35
8,2022,42,7.25,4.35
9,2022,42,7.25,4.35
10,2022,42,7.25,4.35
11,2022,42,7.25,4.35
12,2022,42,7.25,4.35
1,2023,42,7.25,4.35
2,2023,42,7.25,4.35
3,2023,42,7.25,4.35
4,2023,42,7.25,4.35
5,2023,42,7.25,4.35
6,2023,42,7.25,4.35
7,2023,42,7.25,4.35
8,2023,42,7.25,4.35
9,2023,42,7.25,4.35
10,2023,42,7.25,4.35
11,2023,42,7.25,4.35
12,2023,42,7.25,4.35
1,2024,42,7.25,4.35
2,2024,42,7.25,4.35
3,2024,42,7.25,4.35
4,2024,42,7.25,4.35
5,2024,42,7.25,4.35
6,2024,42,7.25,4.35
7,2024,42,7.25,4.35
8,2024,42,7.25,4.35
9,2024,42,7.25,4.35
10,2024,42,7.25,4.35
11,2024,42,7.25,4.35
12,2024,42,7.25,4.35
1,2025,42,7.25,4.35
2,2025,42,7.25,4.35
3,2025,42,7.25,4.35
4,2025,42,7.25,4.35
5,2025,42,7.25,4.35
6,2025,42,7.25,4.35
7,2025,42,7.25,4.35
8,2025,42,7.25,4.35
9,2025,42,7.25,4.35
10,2025,42,7.25,4.35
11,2025,42,7.25,4.35
12,2025,42,7.25,4.35
1,2026,42,7.25,4.35
2,2026,42,7.25,4.35
3,2026,42,7.25,4.35
4,2026,42,7.25,4.35
5,2026,42,7.25,4.35
6,2026,42,7.25,4.35
7,2026,42,7.25,4.35
8,2026,42,7.25,4.35
9,2026,42,7.25,4.35
10,2026,42,7.25,4.35
11,2026,42,7.25,4.35
12,2026,42,7.25,4.35
1,2009,43,7.05,3.53
2,2009,43,7.05,3.53
3,2009,43,7.05,3.53
4,2009,43,7.05,3.53
5,2009,43,7.05,3.53
6,2009,43,7.05,3.53
7,2009,43,7.25,3.63
8,2009,43,7.25,3.63
9,2009,43,7.25,3.63
10,2009,43,7.25,3.63
11,2009,43,7.25,3.63
12,2009,43,7.25,3.63
1,2010,43,7.25,3.63
2,2010,43,7.25,3.63
3,2010,43,7.25,3.63
4,2010,43,7.25,3.63
5,2010,43,7.25,3.63
6,2010,43,7.25,3.63
7,2010,43,7.25,3.63
8,2010,43,7.25,3.63
9,2010,43,7.25,3.63
10,2010,43,7.25,3.63
11,2010,43,7.25,3.63
12,2010,43,7.25,3.63
1,2011,43,7.25,3.63
2,2011,43,7.25,3.63
3,2011,43,7.25,3.63
4,2011,43,7.25,3.63
5,2011,43,7.25,3.63
6,2011,43,7.25,3.63
7,2011,43,7.25,3.63
8,2011,43,7.25,3.63
9,2011,43,7.25,3.63
10,2011,43,7.25,3.63
11,2011,43,7.25,3.63
12,2011,43,7.25,3.63
1,2012,43,7.25,3.63
2,2012,43,7.25,3.63
3,2012,43,7.25,3.63
4,2012,43,7.25,3.63
5,2012,43,7.25,3.63
6,2012,43,7.25,3.63
7,2012,43,7.25,3.63
8,2012,43,7.25,3.63
9,2012,43,7.25,3.63
10,2012,43,7.25,3.63
11,2012,43,7.25,3.63
12,2012,43,7.25,3.63
1,2013,43,7.35,3.68
2,2013,43,7.35,3.68
3,2013,43,7.35,3.68
4,2013,43,7.35,3.68
5,2013,43,7.35,3.68
6,2013,43,7.35,3.68
7,2013,43,7.35,3.68
8,2013,43,7.35,3.68
9,2013,43,7.35,3.68
10,2013,43,7.35,3.68
11,2013,43,7.35,3.68
12,2013,43,7.35,3.68
1,2014,43,7.50,3.75
2,2014,43,7.50,3.75
